# starting the propagation ...
# ... propagating a 18 x 18 matrix

#started propagation
0 0.0009994989 0.9780902991 0.0011220366 0.0016341271 0.0013191696 0.0024095219 0.0011160621 0.0011889574 0.0008032869 0.0008577548 0.0016913813 0.0029369732 0.0010333220 0.0009971858 0.0012847607 0.0014502327 0.0010615014 0.0000039285 1.0000000000 
1 0.0019979904 0.9539581987 0.0023301631 0.0036322925 0.0026227859 0.0048343250 0.0022206602 0.0027265054 0.0015944935 0.0017088279 0.0033412888 0.0062066926 0.0024086881 0.0022642088 0.0025413964 0.0030789416 0.0025155923 0.0000169487 1.0000000000 
2 0.0029954657 0.9277767324 0.0036179291 0.0059657453 0.0039104690 0.0072717386 0.0033150154 0.0045868983 0.0023757480 0.0025577262 0.0049578095 0.0097808365 0.0040955390 0.0037802435 0.0037710128 0.0048717942 0.0043284855 0.0000408109 1.0000000000 
3 0.0039919141 0.8997497615 0.0049780025 0.0086014685 0.0051816698 0.0097191352 0.0044011433 0.0067392701 0.0031504074 0.0034117947 0.0065532083 0.0136253263 0.0060551517 0.0055201806 0.0049750027 0.0068115900 0.0064578629 0.0000771105 1.0000000000 
4 0.0049873234 0.8701077829 0.0064022489 0.0115027897 0.0064356919 0.0121739164 0.0054817181 0.0091482939 0.0039228196 0.0042808593 0.0081431421 0.0177011674 0.0082419207 0.0074552200 0.0061550036 0.0088786556 0.0088541779 0.0001272687 1.0000000000 
5 0.0059816802 0.8391033102 0.0078818082 0.0146300435 0.0076717152 0.0146334933 0.0065599161 0.0117749082 0.0046980455 0.0051768309 0.0097457540 0.0219653859 0.0106048095 0.0095535244 0.0073128519 0.0110512826 0.0114621251 0.0001925153 1.0000000000 
6 0.0069749700 0.8070059311 0.0094071730 0.0179412708 0.0088888217 0.0170952617 0.0076392437 0.0145770942 0.0054815547 0.0061132774 0.0113806848 0.0263720351 0.0130889254 0.0117809210 0.0084505311 0.0133061965 0.0142222318 0.0002738760 1.0000000000 
7 0.0079671772 0.7740971501 0.0109682681 0.0213929433 0.0100860223 0.0195565744 0.0087233574 0.0175106914 0.0062789063 0.0071049711 0.0130680403 0.0308732466 0.0156371682 0.0141016325 0.0095701168 0.0156190461 0.0170725256 0.0003721623 1.0000000000 
8 0.0089582858 0.7406651265 0.0125545340 0.0249407005 0.0112622849 0.0220147106 0.0098158805 0.0205302318 0.0070954311 0.0081674189 0.0148273558 0.0354202987 0.0181919040 0.0164790222 0.0106737182 0.0179649018 0.0199502290 0.0004879656 1.0000000000 
9 0.0099482791 0.7069994191 0.0141550160 0.0285400846 0.0124165632 0.0244668459 0.0109202231 0.0235897800 0.0079359272 0.0093163842 0.0166765963 0.0399646766 0.0206966124 0.0188763360 0.0117634174 0.0203187508 0.0227934329 0.0006216553 1.0000000000 
10 0.0109371403 0.6733858452 0.0157584603 0.0321472621 0.0135478251 0.0269100209 0.0120394115 0.0266437616 0.0088043825 0.0105674056 0.0186312302 0.0444590989 0.0230974603 0.0212574264 0.0128412072 0.0226559789 0.0255427038 0.0007733793 1.0000000000 
11 0.0119248525 0.6401015556 0.0173534187 0.0357197197 0.0146550822 0.0293411131 0.0131759318 0.0296477650 0.0097037356 0.0119353231 0.0207034102 0.0488584855 0.0253447578 0.0235874420 0.0139089290 0.0249528277 0.0281425805 0.0009430698 1.0000000000 
12 0.0129113990 0.6074104224 0.0189283618 0.0392169219 0.0157374182 0.0317568113 0.0143315933 0.0325593032 0.0106356859 0.0134338176 0.0229012925 0.0531208454 0.0273942561 0.0258334693 0.0149682109 0.0271868186 0.0305429220 0.0011304508 1.0000000000 
13 0.0138967634 0.5755588240 0.0204718021 0.0426009203 0.0167940160 0.0341535936 0.0155074153 0.0353385209 0.0116005593 0.0150749722 0.0252285159 0.0572080655 0.0292082524 0.0279651144 0.0160204081 0.0293371342 0.0327000724 0.0013350499 1.0000000000 
14 0.0148809302 0.5447719047 0.0219724259 0.0458369056 0.0178241845 0.0365277119 0.0167035407 0.0379488362 0.0125972367 0.0168688629 0.0276838614 0.0610865831 0.0307564762 0.0299550140 0.0170665472 0.0313849506 0.0345778153 0.0015562128 1.0000000000 
15 0.0158638843 0.5152503690 0.0234192340 0.0488936921 0.0188273832 0.0388751812 0.0179191798 0.0403575059 0.0136231476 0.0188231849 0.0302611026 0.0647279290 0.0320167342 0.0317792656 0.0181072755 0.0333137143 0.0361480970 0.0017931198 1.0000000000 
16 0.0168456117 0.4871678628 0.0248016886 0.0517441290 0.0198032443 0.0411917774 0.0191525838 0.0425361053 0.0146743296 0.0209429225 0.0329490496 0.0681091330 0.0329753033 0.0334177725 0.0191428169 0.0351093607 0.0373915036 0.0020448053 1.0000000000 
17 0.0178260993 0.4606689746 0.0261098659 0.0543654321 0.0207515929 0.0434730416 0.0204010506 0.0444609171 0.0157455514 0.0232300689 0.0357317866 0.0712129842 0.0336270656 0.0348544972 0.0201729361 0.0367604701 0.0382974873 0.0023101786 1.0000000000 
18 0.0188053354 0.4358678787 0.0273346100 0.0567394311 0.0216724633 0.0457142933 0.0216609614 0.0461132222 0.0168304954 0.0256834001 0.0385890901 0.0740281455 0.0339753900 0.0360776209 0.0211969131 0.0382583615 0.0388643413 0.0025880467 1.0000000000 
19 0.0197833092 0.4128476267 0.0284676873 0.0588527309 0.0225661125 0.0479106523 0.0229278462 0.0474794914 0.0179219924 0.0282983102 0.0414970141 0.0765491239 0.0340317689 0.0370796110 0.0222135289 0.0395971238 0.0390989325 0.0028771377 1.0000000000 
20 0.0207600116 0.3916600789 0.0295019358 0.0606967835 0.0234330292 0.0500570687 0.0241964768 0.0485514757 0.0190122992 0.0310667104 0.0444286191 0.0787761017 0.0338152310 0.0378571957 0.0232210643 0.0407735877 0.0390162061 0.0031761246 1.0000000000 
21 0.0217354345 0.3723264536 0.0304314069 0.0622678739 0.0242739387 0.0521483619 0.0254609838 0.0493261970 0.0200934090 0.0339769954 0.0473548175 0.0807146375 0.0333515506 0.0384112524 0.0242173127 0.0417872408 0.0386384840 0.0034836500 1.0000000000 
22 0.0227095715 0.3548384616 0.0312514955 0.0635670185 0.0250898027 0.0541792682 0.0267149932 0.0498058408 0.0211573824 0.0370140804 0.0502453060 0.0823752489 0.0326722858 0.0387466142 0.0251996074 0.0426400911 0.0379945825 0.0037983495 1.0000000000 
23 0.0236824172 0.3391599781 0.0319590547 0.0645997814 0.0258818148 0.0561444959 0.0279517791 0.0499975580 0.0221966854 0.0401595075 0.0530695501 0.0837728919 0.0318136779 0.0388718023 0.0261648648 0.0433364845 0.0371187807 0.0041188756 1.0000000000 
24 0.0246539678 0.3252291976 0.0325524912 0.0653760137 0.0266513903 0.0580387872 0.0291644269 0.0499131786 0.0232045222 0.0433916236 0.0557977856 0.0849263525 0.0308154494 0.0387986936 0.0271096432 0.0438828836 0.0360496737 0.0044439192 1.0000000000 
25 0.0256242208 0.3129612065 0.0330318374 0.0659095195 0.0274001505 0.0598569869 0.0303460019 0.0495688490 0.0241751489 0.0466858256 0.0584020024 0.0858575702 0.0297195392 0.0385421334 0.0280302157 0.0442876143 0.0348289471 0.0047722306 1.0000000000 
26 0.0265931746 0.3022509028 0.0333987979 0.0662176585 0.0281299023 0.0615941157 0.0314897192 0.0489845991 0.0251041548 0.0500148728 0.0608568747 0.0865909116 0.0285688156 0.0381195039 0.0289226591 0.0445605890 0.0335001103 0.0051026383 1.0000000000 
27 0.0275608292 0.2929761861 0.0336567680 0.0663208923 0.0288426117 0.0632454477 0.0325891081 0.0481838513 0.0259887012 0.0533492591 0.0631406051 0.0871524161 0.0274058049 0.0375502599 0.0297829542 0.0447130129 0.0321072267 0.0054340653 1.0000000000 
28 0.0285271853 0.2850013405 0.0338108204 0.0662422836 0.0295403736 0.0648065897 0.0336381670 0.0471928814 0.0268277066 0.0566576420 0.0652356545 0.0875690321 0.0262714747 0.0368554444 0.0306070986 0.0447570839 0.0306936778 0.0057655438 1.0000000000 
29 0.0294922445 0.2781805271 0.0338676613 0.0660069591 0.0302253755 0.0662735612 0.0346315049 0.0460402447 0.0276219691 0.0599073199 0.0671293297 0.0878678648 0.0252041053 0.0360571938 0.0313912273 0.0447056906 0.0293009946 0.0060962267 1.0000000000 
30 0.0304560093 0.2723613106 0.0338355530 0.0656415452 0.0308998577 0.0676428742 0.0355644638 0.0447561774 0.0283742222 0.0630647500 0.0688142118 0.0880754539 0.0242382810 0.0351782462 0.0321317400 0.0445721181 0.0279677890 0.0064253964 1.0000000000 
31 0.0314184828 0.2673881392 0.0337242058 0.0651735900 0.0315660704 0.0689116089 0.0364332206 0.0433719883 0.0290891174 0.0660960974 0.0702884073 0.0882170996 0.0234040269 0.0342414628 0.0328254312 0.0443697684 0.0267288120 0.0067524712 1.0000000000 
