# starting the propagation ...
# ... propagating a 6 x 6 matrix

26 0.0265680997 0.6135992411 0.2286290166 0.1145541479 0.0087497363 0.0078997583 1.0000000000 
27 0.0275328600 0.6010897239 0.2357053111 0.1180754779 0.0091152532 0.0084813738 1.0000000000 
28 0.0284960660 0.5889962558 0.2424517182 0.1214958765 0.0094797387 0.0090803448 1.0000000000 
29 0.0294577021 0.5773363455 0.2488546215 0.1248127579 0.0098424130 0.0096961600 1.0000000000 
30 0.0304177534 0.5661255507 0.2549020417 0.1280238940 0.0102024641 0.0103282961 1.0000000000 
31 0.0313762053 0.5553774696 0.2605836419 0.1311274089 0.0105590548 0.0109762195 1.0000000000 
32 0.0323330440 0.5451037403 0.2658907259 0.1341217718 0.0109113298 0.0116393882 1.0000000000 
33 0.0332882561 0.5353140485 0.2708162300 0.1370057892 0.0112584230 0.0123172533 1.0000000000 
34 0.0342418288 0.5260161414 0.2753547079 0.1397785957 0.0115994654 0.0130092607 1.0000000000 
35 0.0351937499 0.5172158498 0.2795023102 0.1424396440 0.0119335932 0.0137148530 1.0000000000 
36 0.0361440078 0.5089171160 0.2832567571 0.1449886930 0.0122599557 0.0144334705 1.0000000000 
37 0.0370925913 0.5011220295 0.2866173061 0.1474257965 0.0125777232 0.0151645533 1.0000000000 
38 0.0380394901 0.4938308678 0.2895847142 0.1497512902 0.0128860954 0.0159075424 1.0000000000 
39 0.0389846941 0.4870421436 0.2921611948 0.1519657781 0.0131843083 0.0166618811 1.0000000000 
40 0.0399281939 0.4807526581 0.2943503702 0.1540701188 0.0134716425 0.0174270165 1.0000000000 
41 0.0408699808 0.4749575581 0.2961572198 0.1560654111 0.0137474296 0.0182024005 1.0000000000 
42 0.0418100465 0.4696503996 0.2975880241 0.1579529797 0.0140110591 0.0189874911 1.0000000000 
43 0.0427483832 0.4648232146 0.2986503047 0.1597343597 0.0142619844 0.0197817533 1.0000000000 
44 0.0436849839 0.4604665829 0.2993527617 0.1614112823 0.0144997286 0.0205846606 1.0000000000 
45 0.0446198418 0.4565697069 0.2997052079 0.1629856596 0.0147238886 0.0213956952 1.0000000000 
46 0.0455529509 0.4531204900 0.2997184998 0.1644595694 0.0149341403 0.0222143497 1.0000000000 
47 0.0464843054 0.4501056182 0.2994044674 0.1658352409 0.0151302411 0.0230401272 1.0000000000 
48 0.0474139004 0.4475106436 0.2987758408 0.1671150398 0.0153120331 0.0238725423 1.0000000000 
49 0.0483417311 0.4453200709 0.2978461770 0.1683014542 0.0154794450 0.0247111219 1.0000000000 
50 0.0492677934 0.4435174443 0.2966297833 0.1693970806 0.0156324929 0.0255554055 1.0000000000 
51 0.0501920835 0.4420854374 0.2951416421 0.1704046103 0.0157712807 0.0264049459 1.0000000000 
52 0.0511145983 0.4410059427 0.2933973335 0.1713268163 0.0158959999 0.0272593094 1.0000000000 
53 0.0520353348 0.4402601621 0.2914129583 0.1721665407 0.0160069275 0.0281180765 1.0000000000 
54 0.0529542907 0.4398286983 0.2892050614 0.1729266826 0.0161044248 0.0289808422 1.0000000000 
55 0.0538714640 0.4396916447 0.2867905552 0.1736101866 0.0161889340 0.0298472156 1.0000000000 
56 0.0547868529 0.4398286761 0.2841866436 0.1742200315 0.0162609747 0.0307168212 1.0000000000 
57 0.0557004562 0.4402191378 0.2814107475 0.1747592203 0.0163211400 0.0315892982 1.0000000000 
58 0.0566122731 0.4408421338 0.2784804311 0.1752307701 0.0163700912 0.0324643007 1.0000000000 
59 0.0575223030 0.4416766136 0.2754133296 0.1756377029 0.0164085528 0.0333414982 1.0000000000 
60 0.0584305455 0.4427014567 0.2722270796 0.1759830369 0.0164373062 0.0342205751 1.0000000000 
61 0.0593370008 0.4438955561 0.2689392497 0.1762697786 0.0164571839 0.0351012309 1.0000000000 
62 0.0602416692 0.4452378982 0.2655672751 0.1765009152 0.0164690621 0.0359831802 1.0000000000 
63 0.0611445514 0.4467076413 0.2621283935 0.1766794075 0.0164738541 0.0368661523 1.0000000000 
64 0.0620456481 0.4482841902 0.2586395837 0.1768081838 0.0164725027 0.0377498914 1.0000000000 
65 0.0629449607 0.4499472689 0.2551175071 0.1768901341 0.0164659731 0.0386341561 1.0000000000 
66 0.0638424904 0.4516769891 0.2515784518 0.1769281041 0.0164552451 0.0395187195 1.0000000000 
67 0.0647382388 0.4534539156 0.2480382799 0.1769248913 0.0164413058 0.0404033685 1.0000000000 
68 0.0656322078 0.4552591288 0.2445123779 0.1768832396 0.0164251415 0.0412879043 1.0000000000 
69 0.0665243993 0.4570742823 0.2410156101 0.1768058358 0.0164077312 0.0421721414 1.0000000000 
70 0.0674148155 0.4588816574 0.2375622752 0.1766953060 0.0163900385 0.0430559075 1.0000000000 
71 0.0683034587 0.4606642137 0.2341660667 0.1765542121 0.0163730053 0.0439390435 1.0000000000 
72 0.0691903313 0.4624056356 0.2308400364 0.1763850489 0.0163575449 0.0448214028 1.0000000000 
73 0.0700754361 0.4640903740 0.2275965610 0.1761902419 0.0163445358 0.0457028512 1.0000000000 
74 0.0709587757 0.4657036849 0.2244473130 0.1759721443 0.0163348157 0.0465832664 1.0000000000 
75 0.0718403530 0.4672316632 0.2214032345 0.1757330354 0.0163291763 0.0474625377 1.0000000000 
76 0.0727201709 0.4686612722 0.2184745144 0.1754751187 0.0163283584 0.0483405655 1.0000000000 
77 0.0735982325 0.4699803695 0.2156705694 0.1752005202 0.0163330474 0.0492172611 1.0000000000 
78 0.0744745410 0.4711777275 0.2130000284 0.1749112871 0.0163438698 0.0500925463 1.0000000000 
79 0.0753490994 0.4722430514 0.2104707202 0.1746093864 0.0163613897 0.0509663528 1.0000000000 
80 0.0762219112 0.4731669916 0.2080896646 0.1742967039 0.0163861066 0.0518386222 1.0000000000 
81 0.0770929795 0.4739411526 0.2058630668 0.1739750434 0.0164184528 0.0527093049 1.0000000000 
82 0.0779623077 0.4745580981 0.2037963151 0.1736461257 0.0164587928 0.0535783605 1.0000000000 
83 0.0788298993 0.4750113521 0.2018939814 0.1733115881 0.0165074222 0.0544457568 1.0000000000 
84 0.0796957575 0.4752953958 0.2001598258 0.1729729838 0.0165645675 0.0553114696 1.0000000000 
85 0.0805598860 0.4754056612 0.1985968026 0.1726317813 0.0166303866 0.0561754824 1.0000000000 
86 0.0814222880 0.4753385215 0.1972070705 0.1722893646 0.0167049699 0.0570377854 1.0000000000 
87 0.0822829670 0.4750912770 0.1959920053 0.1719470326 0.0167883420 0.0578983761 1.0000000000 
88 0.0831419264 0.4746621388 0.1949522143 0.1716059991 0.0168804634 0.0587572579 1.0000000000 
89 0.0839991697 0.4740502087 0.1940875548 0.1712673930 0.0169812335 0.0596144402 1.0000000000 
90 0.0848547003 0.4732554567 0.1933971536 0.1709322582 0.0170904934 0.0604699377 1.0000000000 
91 0.0857085216 0.4722786950 0.1928794295 0.1706015545 0.0172080292 0.0613237702 1.0000000000 
92 0.0865606369 0.4711215499 0.1925321177 0.1702761573 0.0173335761 0.0621759621 1.0000000000 
93 0.0874110495 0.4697864315 0.1923522960 0.1699568588 0.0174668222 0.0630265419 1.0000000000 
94 0.0882597628 0.4682765003 0.1923364135 0.1696443685 0.0176074129 0.0638755420 1.0000000000 
95 0.0891067800 0.4665956325 0.1924803201 0.1693393139 0.0177549556 0.0647229980 1.0000000000 
96 0.0899521043 0.4647483829 0.1927792978 0.1690422422 0.0179090243 0.0655689485 1.0000000000 
97 0.0907957389 0.4627399469 0.1932280942 0.1687536209 0.0180691646 0.0664134345 1.0000000000 
98 0.0916376870 0.4605761200 0.1938209556 0.1684738396 0.0182348984 0.0672564994 1.0000000000 
99 0.0924779515 0.4582632569 0.1945516629 0.1682032115 0.0184057289 0.0680981882 1.0000000000 

# RESULTS:
# --------
# Time Elapsed: 1.100000 seconds

